suite_version,suite_id,scenario_id,tier,seed,method_name,method_config_json,metric_T_r2,metric_T_dtw,metric_S_spectral_corr,metric_S_maxlag_corr,metric_S_r2,length,timestamp,package_version,git_commit,scenario_periods_json
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,VMD,"{""DC"":0,""K"":5,""alpha"":2000.0,""init"":1,""primary_period"":50,""seasonal_num_modes"":1,""tau"":0.0,""tol"":1e-07}",-1.590013297928261,13.922210613462815,-0.00519330981182686,0.031925570816782205,0.0020263006145215885,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,WAVELET,"{""wavelet"":""db4""}",0.1973002473596827,6.341822020940474,0.9749648786020123,0.8136325813831496,0.6398863760510806,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,CEEMDAN,"{""primary_period"":50}",0.9982470756113877,0.2139266009110375,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,DR_TS_AE,"{""alpha_S"":5.0,""alpha_T"":10.0,""cache_model"":true,""device"":""cpu"",""hidden_channels"":[32,64],""kernel_size"":7,""latent_dim"":16,""n_epochs"":50}",0.008428728790592659,9.365812579889209,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,DR_TS_REG,"{""lambda_R"":0.1,""lambda_S"":50.0,""lambda_T"":100.0}",-1.4312935452150914,11.047868017978795,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,EMD,"{""primary_period"":50}",0.9983148139833579,0.20705056976542677,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,MA_BASELINE,"{""season_period"":50}",0.9856747870561242,1.4832936543184447,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,MSTL,"{""periods"":[50]}",0.9992417610576293,0.08043174421198357,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,ROBUSTSTL,"{""period"":50}",0.9991701446825312,0.08248572959433385,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,SSA,"{""primary_period"":50,""rank"":10}",0.9993181371803899,0.06861383469320818,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,STL,"{""period"":50}",0.9993038212131423,0.07787503548155639,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,VMD,"{""DC"":0,""K"":5,""alpha"":2000.0,""init"":1,""primary_period"":50,""seasonal_num_modes"":1,""tau"":0.0,""tol"":1e-07}",0.9855013626166462,1.3802821443707936,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_only_linear,1,0,WAVELET,"{""wavelet"":""db4""}",0.9986482402397134,0.121294369257368,0.0,0.0,0.0,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,CEEMDAN,"{""primary_period"":50}",0.9273790471757608,1.6342979311759296,0.9990054462749925,0.9606231501398145,0.9151923167172853,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,DR_TS_AE,"{""alpha_S"":5.0,""alpha_T"":10.0,""cache_model"":true,""device"":""cpu"",""hidden_channels"":[32,64],""kernel_size"":7,""latent_dim"":16,""n_epochs"":50}",-4.693083461086334,18.82687300298844,0.8938999227975589,0.3861689744459057,-0.07842689200354097,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,DR_TS_REG,"{""lambda_R"":0.1,""lambda_S"":50.0,""lambda_T"":100.0}",-0.755008599290768,7.122680387776312,0.9999668302133491,0.983897169147805,0.33191496390118913,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,EMD,"{""primary_period"":50}",0.9320558917384179,1.489788037698581,0.9848322963188366,0.9327462040568784,0.8623665873510102,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,MA_BASELINE,"{""season_period"":50}",-0.28032685747468045,9.528014448228951,0.9981345873309009,0.9005220060613804,0.5695314241577308,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,MSTL,"{""periods"":[50]}",0.9813842643237048,0.5115339698605733,0.9999056949447278,0.9642018655897722,0.9237575013769203,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,ROBUSTSTL,"{""period"":50}",0.9780748201129951,0.5506227410561783,0.9997930862304378,0.9404713280428675,0.8686255099950125,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,SSA,"{""primary_period"":50,""rank"":10}",0.9510434195408015,0.9558488831059107,0.9999511219739726,0.9928928301340042,0.9846465163364562,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,STL,"{""period"":50}",0.9828063257569959,0.48873309383453856,0.9998784651638652,0.9528876678573684,0.8980135996762971,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,VMD,"{""DC"":0,""K"":5,""alpha"":2000.0,""init"":1,""primary_period"":50,""seasonal_num_modes"":1,""tau"":0.0,""tol"":1e-07}",-2.3221668871073415,15.822565023937914,-0.0026185527013716653,0.03349340881503445,0.005039658632301974,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,trend_plus_single_sine,1,0,WAVELET,"{""wavelet"":""db4""}",0.5994967383954064,4.59706320952516,0.9908703769636096,0.9207569064104209,0.84655569300464,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
